Flow1;att48;107.063;1;2010
Flow1;att48;119.282;1;58
Flow1;att48;308;1;1992
Flow1;att48;71.109;1;19931993
Flow1;att48;86.781;1;23
Flow1;berlin52;10.938;1;23
Flow1;berlin52;11.063;1;1992
Flow1;berlin52;19.968;1;2010
Flow1;berlin52;46.812;1;58
Flow1;berlin52;9.203;1;19931993
Flow1;burma14;0.109;1;19931993
Flow1;burma14;0.109;1;58
Flow1;burma14;0.125;1;1992
Flow1;burma14;0.125;1;2010
Flow1;burma14;0.219;1;23
Flow1;eil101;3600.203;0;19931993
Flow1;eil101;3603.5;0;23
Flow1;eil101;3603.844;0;58
Flow1;eil101;3603.859;0;1992
Flow1;eil101;3604.875;0;2010
Flow1;eil51;228.969;1;19931993
Flow1;eil51;71.5;1;58
Flow1;eil51;73.578;1;2010
Flow1;eil51;78.297;1;1992
Flow1;eil51;88.765;1;23
Flow1;eil76;1047.078;1;1992
Flow1;eil76;1846.531;1;23
Flow1;eil76;2498.906;1;2010
Flow1;eil76;3240.64;1;58
Flow1;eil76;3606.641;0;19931993
Flow1;kroE100;3600.25;0;23
Flow1;kroE100;3600.282;0;1992
Flow1;kroE100;3605.375;0;58
Flow1;kroE100;3606.5;0;19931993
Flow1;kroE100;3607.094;0;2010
Flow1;pr76;3603.75;0;23
Flow1;pr76;3604.031;0;19931993
Flow1;pr76;3605.063;0;2010
Flow1;pr76;3605.969;0;58
Flow1;pr76;3607.531;0;1992
Flow1;rat99;3600.234;0;2010
Flow1;rat99;3601.297;0;19931993
Flow1;rat99;3604.047;0;1992
Flow1;rat99;3604.922;0;23
Flow1;rat99;3606.391;0;58
Flow1;st70;2053.234;1;1992
Flow1;st70;2565.891;1;58
Flow1;st70;3604.578;0;2010
Flow1;st70;3604.938;0;23
Flow1;st70;3605;0;19931993
Flow1;ulysses16.tsp;0.375;1;58
Flow1;ulysses16.tsp;0.453;1;19931993
Flow1;ulysses16.tsp;0.5;1;23
Flow1;ulysses16.tsp;0.531;1;1992
Flow1;ulysses16.tsp;0.735;1;2010
Flow1;ulysses22.tsp;10.86;1;23
Flow1;ulysses22.tsp;14.594;1;1992
Flow1;ulysses22.tsp;23.953;1;2010
Flow1;ulysses22.tsp;47.625;1;19931993
Flow1;ulysses22.tsp;76.39;1;58
